goods_id,goods_image,goods_name,goods_price,href,id,sales_volume,engName,chiName,Name,size
V1e,https://img.xinxinapp.net/community/imgs/20190613/56469957c014a4a9c72015195b476757_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GUERLAIN/娇兰 花草水语淡香水（玫瑰玫瑰） 花草水语淡香水依兰百香果/75ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=xrKb&goods_id=V1e&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,xrKb,0.0,GUERLAIN,娇兰,花草水语淡香水（玫瑰玫瑰） 花草水语淡香水依兰百香果,75.0
V1e,https://img.xinxinapp.net/community/imgs/20190613/a58f30f238b74e061a9f22f9fe10930f_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GUERLAIN/娇兰 花草水语淡香水（玫瑰玫瑰） 花草水语淡香水佛手柑/75ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=9QYx&goods_id=V1e&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,9QYx,0.0,GUERLAIN,娇兰,花草水语淡香水（玫瑰玫瑰） 花草水语淡香水佛手柑,75.0
V1e,https://img.xinxinapp.net/community/imgs/20190614/aafa01a06fadff4666dbc93753af3402_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GUERLAIN/娇兰 花草水语淡香水（玫瑰玫瑰） 花草水语淡香水薄荷青草/75ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=OP16&goods_id=V1e&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,OP16,0.0,GUERLAIN,娇兰,花草水语淡香水（玫瑰玫瑰） 花草水语淡香水薄荷青草,75.0
V1e,https://img.xinxinapp.net/community/imgs/20190614/18326957a87a048ee32829ed72845063_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,GUERLAIN/娇兰 花草水语淡香水（玫瑰玫瑰） 花草水语淡香水葡萄柚/75ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=yox7&goods_id=V1e&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,yox7,0.0,GUERLAIN,娇兰,花草水语淡香水（玫瑰玫瑰） 花草水语淡香水葡萄柚,75.0
nvN,https://img.xinxinapp.net/community/imgs/20190612/40556bb2090fb651d8736301f1b03bd5_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,LANCÔME/兰蔻 魅惑香水 75ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=zz2p&goods_id=nvN&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,zz2p,0.0,LANCÔME,兰蔻,魅惑香水,75.0
nvN,https://img.xinxinapp.net/community/imgs/20190612/d123c8f1d654e442d656cf3fc823669b_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,LANCÔME/兰蔻 魅惑香水 30ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=xA9w&goods_id=nvN&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,xA9w,0.0,LANCÔME,兰蔻,魅惑香水,30.0
nvN,https://img.xinxinapp.net/community/imgs/20190612/ce23ca7f2372aeb5e488a621250ac6bb_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,LANCÔME/兰蔻 魅惑香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=90Nz&goods_id=nvN&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,90Nz,0.0,LANCÔME,兰蔻,魅惑香水,50.0
yRY,https://img.xinxinapp.net/community/imgs/20190612/9478224b7e5e9d72bfe88e794b4d448b_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,MONTBLANC/万宝龙 Legend 星辰传奇香水 30ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=5XVn&goods_id=yRY&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,5XVn,0.0,MONTBLANC,万宝龙,Legend 星辰传奇香水,30.0
aee,https://img.xinxinapp.net/community/imgs/20190612/761bcfb953695ae65469816ec1943b05_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,LANCÔME/兰蔻 殿堂香水家族 薰衣草香型,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=Zo8x&goods_id=aee&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,Zo8x,0.0,,,,
aee,https://img.xinxinapp.net/community/imgs/20190612/d08f143fbad37cb654a683e97bae7526_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,LANCÔME/兰蔻 殿堂香水家族 茉莉香型,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=vago&goods_id=aee&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,vago,0.0,,,,
aee,https://img.xinxinapp.net/community/imgs/20190612/75f8912ff407ba8101e2bd2065f8b2e9_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,LANCÔME/兰蔻 殿堂香水家族 晚香玉香型,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=V12P&goods_id=aee&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,V12P,0.0,,,,
eQD,https://img.xinxinapp.net/community/imgs/20190612/e2c075235238a5790360967fc4d70aa6_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,CHANEL/香奈儿 男士极限运动香水 男士运动古龙香水50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=BG3P&goods_id=eQD&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,BG3P,0.0,,,,
eqG,https://img.xinxinapp.net/community/imgs/20190611/37a91e54fc457f32d4235dc0d884a72e_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,HERMÈS/爱马仕 雨后花园（印度花园）香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=EaqN&goods_id=eqG&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,EaqN,0.0,HERMÈS,爱马仕,雨后花园（印度花园）香水,100.0
2bv,https://img.xinxinapp.net/community/imgs/20190613/54a813ee8dba4221fbf7b5f1c72f9a20_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Diptyque/蒂普提克 东京柑橘香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=77zm&goods_id=2bv&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,77zm,0.0,Diptyque,蒂普提克,东京柑橘香水,100.0
2bv,https://img.xinxinapp.net/community/imgs/20190617/c20fc00b7cc35c654519f1ed2b7216e8_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Diptyque/蒂普提克 东京柑橘香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=0Kzg&goods_id=2bv&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,0Kzg,0.0,Diptyque,蒂普提克,东京柑橘香水,50.0
VP3,https://img.xinxinapp.net/community/imgs/20190612/ad61a51cd80593f715bea618b8f0b911_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BVLGARI/宝格丽 海韵滨蓝男士淡香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=rvw2&goods_id=VP3&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,rvw2,0.0,BVLGARI,宝格丽,海韵滨蓝男士淡香水,100.0
VP3,https://img.xinxinapp.net/community/imgs/20190612/847c4a961e95a310bf44d4ea33575bbf_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,BVLGARI/宝格丽 海韵滨蓝男士淡香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=o02R&goods_id=VP3&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,o02R,0.0,BVLGARI,宝格丽,海韵滨蓝男士淡香水,50.0
xD5,https://img.xinxinapp.net/community/imgs/20190612/750899b1eef385753754c13130be0adf_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Salvatore Ferragamo/菲拉格慕 Incanto Amity 仲夏之梦女士淡香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=DNAD&goods_id=xD5&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,DNAD,0.0,Salvatore Ferragamo,菲拉格慕,Incanto Amity 仲夏之梦女士淡香水,100.0
xD5,https://img.xinxinapp.net/community/imgs/20190612/939d3b0e46db4016ca69638a9bad522c_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Salvatore Ferragamo/菲拉格慕 Incanto Amity 仲夏之梦女士淡香水 30ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=6g8p&goods_id=xD5&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,6g8p,0.0,Salvatore Ferragamo,菲拉格慕,Incanto Amity 仲夏之梦女士淡香水,30.0
xD5,https://img.xinxinapp.net/community/imgs/20190612/abdfb5645a3d5821895c54e4c23e6be4_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Salvatore Ferragamo/菲拉格慕 Incanto Amity 仲夏之梦女士淡香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=N8A3&goods_id=xD5&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,N8A3,0.0,Salvatore Ferragamo,菲拉格慕,Incanto Amity 仲夏之梦女士淡香水,50.0
aJd,https://img.xinxinapp.net/community/imgs/20190614/7456b2b9fecf96fde3f40b903cddc147_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,HERMÈS/爱马仕 泻湖花园香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=q7lR&goods_id=aJd&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,q7lR,0.0,HERMÈS,爱马仕,泻湖花园香水,100.0
aJd,https://img.xinxinapp.net/community/imgs/20190614/c3aadabebcbe63b9b00e7eaa51441918_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,HERMÈS/爱马仕 泻湖花园香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=mkXb&goods_id=aJd&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,mkXb,0.0,HERMÈS,爱马仕,泻湖花园香水,50.0
1m1,https://img.xinxinapp.net/community/imgs/20190731/450d601191f1d6ca5d071d4960fec671_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Serge Lutens/芦丹氏 东方香根草 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=PN11&goods_id=1m1&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,PN11,0.0,Serge Lutens,芦丹氏,东方香根草,100.0
5vV,https://img.xinxinapp.net/community/imgs/20190613/37d9457f3a9b820e96bec6824ebe0084_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Diptyque/蒂普提克 清晨百合（奥利恩）淡香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=y7Ag&goods_id=5vV&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,y7Ag,0.0,Diptyque,蒂普提克,清晨百合（奥利恩）淡香水,50.0
Qnp,https://img.xinxinapp.net/community/imgs/20190613/b0db4a0abde32e6f70ac0a7ae21960f6_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Diptyque/蒂普提克 常春藤之水（利埃尔）香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=58J6&goods_id=Qnp&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,58J6,0.0,Diptyque,蒂普提克,常春藤之水（利埃尔）香水,50.0
Qnp,https://img.xinxinapp.net/community/imgs/20190613/21e1ec111158f27f35c027e6b2d4af0c_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Diptyque/蒂普提克 常春藤之水（利埃尔）香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=12Jm&goods_id=Qnp&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,12Jm,0.0,Diptyque,蒂普提克,常春藤之水（利埃尔）香水,100.0
0eL,https://img.xinxinapp.net/community/imgs/20190617/65255787def8b0ccf4030ddfef5d0a53_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,TOM FORD/汤姆福特TF Patchouli Absolu 纵意迷藿香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=lrBQ&goods_id=0eL&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,lrBQ,0.0,TOM FORD,汤姆福特TF,Patchouli Absolu 纵意迷藿香水,100.0
bAZ,https://img.xinxinapp.net/community/imgs/20190617/e443d148daa8e5306264c962d7cbbfa5_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,TOM FORD/汤姆福特TF Tobacco Oud 烟煴乌木香水 250ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=2Nkn&goods_id=bAZ&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,2Nkn,0.0,TOM FORD,汤姆福特TF,Tobacco Oud 烟煴乌木香水,250.0
0eL,https://img.xinxinapp.net/community/imgs/20190617/2bdc82b74b66d435944f60fe728a3e1f_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,TOM FORD/汤姆福特TF Patchouli Absolu 纵意迷藿香水 250ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=1Oxg&goods_id=0eL&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,1Oxg,0.0,TOM FORD,汤姆福特TF,Patchouli Absolu 纵意迷藿香水,250.0
bAZ,https://img.xinxinapp.net/community/imgs/20190617/26958cf8509fc9be61af450134cdbd89_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,TOM FORD/汤姆福特TF Tobacco Oud 烟煴乌木香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=K8mB&goods_id=bAZ&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,K8mB,0.0,TOM FORD,汤姆福特TF,Tobacco Oud 烟煴乌木香水,100.0
YBJ,https://img.xinxinapp.net/community/imgs/20190617/27b069d678a36174437ae2762da677fc_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Calvin Klein/卡文克莱 One Be 中性男士女士淡香水 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=8Xy8&goods_id=YBJ&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,8Xy8,57.0,Calvin Klein,卡文克莱,One Be 中性男士女士淡香水,50.0
Vq7,https://img.xinxinapp.net/community/imgs/20190617/23e03d9dab5bcaf41fa6acffc0a94f7e_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,TOM FORD/汤姆福特TF White Suede 白麝香（暗麝心魄）香水 250ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=G2rN&goods_id=Vq7&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,G2rN,0.0,TOM FORD,汤姆福特TF,White Suede 白麝香（暗麝心魄）香水,250.0
Vq7,https://img.xinxinapp.net/community/imgs/20190617/54443642a362bbdc6c45e056e12febde_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,TOM FORD/汤姆福特TF White Suede 白麝香（暗麝心魄）香水 100ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=OP5X&goods_id=Vq7&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,OP5X,0.0,TOM FORD,汤姆福特TF,White Suede 白麝香（暗麝心魄）香水,100.0
y61,https://img.xinxinapp.net/community/imgs/20190612/f41ead986288d28789c87fef8c6e1034_800x800.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,L'Artisan Parfumeur/阿蒂仙之香 冥府之路 50ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=a6am&goods_id=y61&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,a6am,3.0,L'Artisan Parfumeur,阿蒂仙之香,冥府之路,50.0
o6Z,https://img.xinxinapp.net/community/imgs/20190612/9e55a999d9273dd72435dfe997d0b660_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Miu Miu/缪缪 同名 Miu Miu女士香水（红盖） 20ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=2yGK&goods_id=o6Z&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,2yGK,14.0,Miu Miu,缪缪,同名 Miu Miu女士香水（红盖）,20.0
2Vq,https://img.xinxinapp.net/community/imgs/20190612/4c5cd7ff999a3c9492b90f1bf4836457_750x750.jpeg?imageView2/0/w/600/h/600/interlace/1%7cimageMogr2/format/jpg,Miu Miu/缪缪 粉漾女士香水（白盖） 30ml,--,xinxin://www.xinxinapp.cn?route=goodsDetail&id=Qb8o&goods_id=2Vq&flag=2#%7B%22from%22%3A%22tradeGoodsList%22%2C%22block%22%3A%22feed%22%2C%22from_url_id%22%3A%22%22%7D,Qb8o,0.0,Miu Miu,缪缪,粉漾女士香水（白盖）,30.0
